IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,259,9.24
34.116.155.156,443,443,true,FRA,Europe,Frankfurt,241,9.23
34.116.246.105,443,443,true,FRA,Europe,Frankfurt,253,9.22
34.65.226.188,443,443,true,FRA,Europe,Frankfurt,173,9.21
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,279,9.20
34.65.226.188,443,443,true,FRA,Europe,Frankfurt,173,9.19
34.118.7.22,443,443,true,FRA,Europe,Frankfurt,229,9.17
34.118.55.146,443,443,true,FRA,Europe,Frankfurt,259,9.17
34.116.172.36,443,443,true,FRA,Europe,Frankfurt,237,9.16
34.116.171.235,443,443,true,FRA,Europe,Frankfurt,196,9.15
34.118.38.185,443,443,true,FRA,Europe,Frankfurt,199,9.15
34.118.67.148,443,443,true,FRA,Europe,Frankfurt,246,9.15
34.118.99.186,443,443,true,FRA,Europe,Frankfurt,242,9.15
34.118.110.34,443,443,true,FRA,Europe,Frankfurt,189,9.14
34.116.239.87,443,443,true,FRA,Europe,Frankfurt,284,9.14
34.118.90.82,443,443,true,FRA,Europe,Frankfurt,226,9.12
34.118.95.49,443,443,true,FRA,Europe,Frankfurt,238,9.12
34.118.51.76,443,443,true,FRA,Europe,Frankfurt,272,9.11
34.116.189.128,443,443,true,FRA,Europe,Frankfurt,251,9.11
34.116.134.144,443,443,true,FRA,Europe,Frankfurt,266,9.10
34.118.115.199,443,443,true,FRA,Europe,Frankfurt,192,9.10
34.91.135.41,443,443,true,FRA,Europe,Frankfurt,267,9.10
34.118.51.1,443,443,true,FRA,Europe,Frankfurt,186,9.10
34.154.117.230,443,443,true,FRA,Europe,Frankfurt,186,9.10
34.118.103.40,443,443,true,FRA,Europe,Frankfurt,243,9.08
34.116.205.246,443,443,true,FRA,Europe,Frankfurt,187,9.07
34.118.31.219,443,443,true,FRA,Europe,Frankfurt,258,9.06
34.141.115.112,443,443,true,FRA,Europe,Frankfurt,165,9.06
34.116.134.144,443,443,true,FRA,Europe,Frankfurt,201,9.06
34.118.121.235,443,443,true,FRA,Europe,Frankfurt,270,9.05
34.116.157.255,443,443,true,FRA,Europe,Frankfurt,185,9.04
34.118.123.17,443,443,true,FRA,Europe,Frankfurt,264,9.03
34.118.120.159,443,443,true,FRA,Europe,Frankfurt,187,9.03
34.107.49.193,443,443,true,FRA,Europe,Frankfurt,168,9.03
34.72.146.82,443,443,true,ORD,North America,Chicago,210,9.02
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,192,9.02
34.66.72.229,443,443,true,ORD,North America,Chicago,205,9.02
34.123.83.237,443,443,true,ORD,North America,Chicago,206,9.02
34.72.146.82,443,443,true,ORD,North America,Chicago,208,9.01
34.66.72.229,443,443,true,ORD,North America,Chicago,207,9.01
34.150.133.11,443,443,true,IAD,North America,Ashburn,271,9.01
34.123.83.237,443,443,true,ORD,North America,Chicago,207,9.01
34.66.72.229,443,443,true,ORD,North America,Chicago,205,9.00
34.116.246.103,443,443,true,FRA,Europe,Frankfurt,252,9.00
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,195,9.00
34.72.146.82,443,443,true,ORD,North America,Chicago,205,8.99
34.107.97.135,443,443,true,FRA,Europe,Frankfurt,170,8.99
34.116.155.234,443,443,true,FRA,Europe,Frankfurt,266,8.98
35.226.211.129,443,443,true,ORD,North America,Chicago,263,8.98
34.70.91.86,443,443,true,ORD,North America,Chicago,207,8.98
34.72.146.82,443,443,true,ORD,North America,Chicago,207,8.97
34.116.203.237,443,443,true,FRA,Europe,Frankfurt,261,8.97
34.66.72.229,443,443,true,ORD,North America,Chicago,216,8.96
34.118.5.104,443,443,true,FRA,Europe,Frankfurt,252,8.96
34.29.228.169,443,443,true,ORD,North America,Chicago,208,8.96
34.116.157.9,443,443,true,FRA,Europe,Frankfurt,186,8.96
34.118.68.179,443,443,true,AMS,Europe,Amsterdam,189,8.96
34.118.23.79,443,443,true,FRA,Europe,Frankfurt,400,8.94
34.69.150.180,443,443,true,ORD,North America,Chicago,210,8.94
34.118.20.118,443,443,true,FRA,Europe,Frankfurt,199,8.93
34.116.246.105,443,443,true,FRA,Europe,Frankfurt,193,8.93
34.118.36.53,443,443,true,FRA,Europe,Frankfurt,237,8.93
34.116.181.51,443,443,true,FRA,Europe,Frankfurt,199,8.91
34.145.145.76,443,443,true,IAD,North America,Ashburn,255,8.91
34.145.145.76,443,443,true,IAD,North America,Ashburn,249,8.90
34.118.49.212,443,443,true,FRA,Europe,Frankfurt,248,8.89
34.118.62.126,443,443,true,FRA,Europe,Frankfurt,203,8.89
34.116.206.219,443,443,true,FRA,Europe,Frankfurt,189,8.89
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,275,8.89
34.116.172.36,443,443,true,FRA,Europe,Frankfurt,202,8.87
34.107.42.68,443,443,true,FRA,Europe,Frankfurt,226,8.87
34.118.104.130,443,443,true,FRA,Europe,Frankfurt,250,8.86
34.130.195.13,443,443,true,YYZ,North America,Toronto,210,8.86
34.116.189.111,443,443,true,FRA,Europe,Frankfurt,248,8.86
34.29.228.169,443,443,true,ORD,North America,Chicago,209,8.85
34.118.20.118,443,443,true,FRA,Europe,Frankfurt,237,8.84
34.65.113.46,443,443,true,FRA,Europe,Frankfurt,199,8.84
34.67.45.105,443,443,true,ORD,North America,Chicago,208,8.84
34.116.246.103,443,443,true,FRA,Europe,Frankfurt,188,8.83
34.150.133.11,443,443,true,IAD,North America,Ashburn,219,8.82
34.154.68.71,443,443,true,FRA,Europe,Frankfurt,309,8.82
34.118.49.212,443,443,true,FRA,Europe,Frankfurt,189,8.81
34.69.150.180,443,443,true,ORD,North America,Chicago,208,8.81
34.159.192.215,443,443,true,FRA,Europe,Frankfurt,227,8.81
34.118.20.131,443,443,true,FRA,Europe,Frankfurt,202,8.78
34.118.111.23,443,443,true,FRA,Europe,Frankfurt,197,8.76
34.116.214.43,443,443,true,FRA,Europe,Frankfurt,249,8.73
34.67.45.105,443,443,true,ORD,North America,Chicago,208,8.72
34.70.91.86,443,443,true,ORD,North America,Chicago,211,8.71
34.116.205.246,443,443,true,FRA,Europe,Frankfurt,264,8.70
34.118.5.47,443,443,true,FRA,Europe,Frankfurt,188,8.70
34.118.38.185,443,443,true,FRA,Europe,Frankfurt,245,8.70
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,255,8.70
34.116.193.101,443,443,true,AMS,Europe,Amsterdam,185,8.70
34.118.104.130,443,443,true,FRA,Europe,Frankfurt,192,8.68
34.118.84.164,443,443,true,FRA,Europe,Frankfurt,291,8.64
34.116.140.31,443,443,true,FRA,Europe,Frankfurt,202,8.62
34.69.150.180,443,443,true,ORD,North America,Chicago,208,8.62
34.116.236.196,443,443,true,FRA,Europe,Frankfurt,195,8.61
34.154.231.250,443,443,true,FRA,Europe,Frankfurt,198,8.60
35.186.170.241,443,443,true,IAD,North America,Ashburn,211,8.60
35.202.158.120,443,443,true,ORD,North America,Chicago,209,8.60
34.70.91.86,443,443,true,ORD,North America,Chicago,207,8.59
34.116.234.142,443,443,true,FRA,Europe,Frankfurt,267,8.57
34.116.201.17,443,443,true,FRA,Europe,Frankfurt,192,8.57
34.116.145.227,443,443,true,FRA,Europe,Frankfurt,188,8.55
34.118.91.186,443,443,true,FRA,Europe,Frankfurt,223,8.55
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,216,8.55
34.116.188.43,443,443,true,FRA,Europe,Frankfurt,194,8.54
34.116.140.31,443,443,true,FRA,Europe,Frankfurt,301,8.53
34.150.180.124,443,443,true,IAD,North America,Ashburn,213,8.51
34.67.45.105,443,443,true,ORD,North America,Chicago,207,8.51
34.116.147.108,443,443,true,FRA,Europe,Frankfurt,280,8.50
34.65.26.43,443,443,true,FRA,Europe,Frankfurt,175,8.49
34.116.238.7,443,443,true,FRA,Europe,Frankfurt,283,8.48
34.89.137.64,443,443,true,FRA,Europe,Frankfurt,167,8.48
34.145.184.167,443,443,true,IAD,North America,Ashburn,214,8.48
34.116.135.209,443,443,true,FRA,Europe,Frankfurt,187,8.45
34.118.103.40,443,443,true,FRA,Europe,Frankfurt,190,8.45
34.154.73.4,443,443,true,FRA,Europe,Frankfurt,211,8.44
34.116.189.98,443,443,true,FRA,Europe,Frankfurt,253,8.44
34.150.233.190,443,443,true,IAD,North America,Ashburn,264,8.41
34.159.21.178,443,443,true,FRA,Europe,Frankfurt,169,8.40
34.116.236.196,443,443,true,FRA,Europe,Frankfurt,245,8.38
34.116.189.128,443,443,true,FRA,Europe,Frankfurt,183,8.33
34.118.36.53,443,443,true,FRA,Europe,Frankfurt,201,8.31
34.116.195.100,443,443,true,FRA,Europe,Frankfurt,283,8.31
34.116.189.111,443,443,true,FRA,Europe,Frankfurt,197,8.30
34.150.233.190,443,443,true,IAD,North America,Ashburn,212,8.29
34.91.135.41,443,443,true,FRA,Europe,Frankfurt,196,8.28
34.48.100.4,443,443,true,IAD,North America,Ashburn,213,8.28
34.118.47.106,443,443,true,FRA,Europe,Frankfurt,361,8.24
34.91.135.41,443,443,true,FRA,Europe,Frankfurt,189,8.23
34.116.137.137,443,443,true,FRA,Europe,Frankfurt,290,8.22
34.116.203.237,443,443,true,FRA,Europe,Frankfurt,193,8.20
34.148.187.247,443,443,true,ATL,North America,Atlanta,273,8.18
34.118.53.102,443,443,true,FRA,Europe,Frankfurt,191,8.17
34.116.234.142,443,443,true,FRA,Europe,Frankfurt,191,8.14
34.118.67.161,443,443,true,FRA,Europe,Frankfurt,286,8.10
34.118.45.49,443,443,true,FRA,Europe,Frankfurt,185,8.09
34.48.100.4,443,443,true,IAD,North America,Ashburn,313,8.07
34.116.221.87,443,443,true,FRA,Europe,Frankfurt,233,8.06
34.48.111.143,443,443,true,IAD,North America,Ashburn,213,8.05
35.190.152.145,443,443,true,ATL,North America,Atlanta,235,8.01
34.118.110.34,443,443,true,FRA,Europe,Frankfurt,232,8.01
35.196.72.166,443,443,true,ATL,North America,Atlanta,220,8.01
34.116.140.46,443,443,true,FRA,Europe,Frankfurt,189,7.93
34.116.182.166,443,443,true,FRA,Europe,Frankfurt,259,7.91
34.65.234.143,443,443,true,FRA,Europe,Frankfurt,183,7.90
34.148.187.247,443,443,true,ATL,North America,Atlanta,221,7.87
34.118.57.162,443,443,true,FRA,Europe,Frankfurt,192,7.85
34.116.141.181,443,443,true,FRA,Europe,Frankfurt,197,7.85
34.118.67.161,443,443,true,FRA,Europe,Frankfurt,300,7.84
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,193,7.81
34.116.140.46,443,443,true,FRA,Europe,Frankfurt,268,7.81
34.116.165.178,443,443,true,FRA,Europe,Frankfurt,185,7.77
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,275,7.76
34.118.55.146,443,443,true,FRA,Europe,Frankfurt,189,7.69
34.116.159.95,443,443,true,FRA,Europe,Frankfurt,193,7.64
35.225.207.21,443,443,true,ORD,North America,Chicago,209,7.60
34.154.172.60,443,443,true,FRA,Europe,Frankfurt,179,7.56
34.91.228.224,443,443,true,FRA,Europe,Frankfurt,180,7.50
34.159.178.203,443,443,true,FRA,Europe,Frankfurt,232,7.50
34.163.89.60,8443,443,true,CDG,Europe,Paris,229,7.48
34.118.91.186,443,443,true,FRA,Europe,Frankfurt,189,7.46
34.135.226.181,443,443,true,ORD,North America,Chicago,226,7.44
34.116.224.156,443,443,true,FRA,Europe,Frankfurt,308,7.43
34.116.195.100,443,443,true,FRA,Europe,Frankfurt,214,7.39
34.118.56.37,443,443,true,FRA,Europe,Frankfurt,197,7.35
34.118.30.198,443,443,true,FRA,Europe,Frankfurt,192,7.32
34.163.89.60,2053,443,true,CDG,Europe,Paris,226,7.32
34.116.239.87,443,443,true,FRA,Europe,Frankfurt,195,7.30
34.90.244.116,443,443,true,FRA,Europe,Frankfurt,181,7.30
34.154.99.104,443,443,true,FRA,Europe,Frankfurt,184,7.29
34.118.5.104,443,443,true,FRA,Europe,Frankfurt,204,7.25
34.91.211.250,443,443,true,FRA,Europe,Frankfurt,164,7.24
34.118.95.114,443,443,true,FRA,Europe,Frankfurt,227,7.24
34.116.189.98,443,443,true,FRA,Europe,Frankfurt,191,7.13
34.91.211.250,443,443,true,FRA,Europe,Frankfurt,205,7.12
34.91.211.250,443,443,true,FRA,Europe,Frankfurt,174,7.06
34.32.160.141,443,443,true,FRA,Europe,Frankfurt,200,6.97
34.118.77.221,443,443,true,FRA,Europe,Frankfurt,296,6.96
34.163.89.60,2053,443,true,CDG,Europe,Paris,230,6.96
34.34.186.205,443,443,true,CDG,Europe,Paris,224,6.93
34.163.89.60,8443,443,true,CDG,Europe,Paris,229,6.90
35.234.105.217,443,443,true,FRA,Europe,Frankfurt,277,6.87
34.116.182.166,443,443,true,FRA,Europe,Frankfurt,188,6.86
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,194,6.86
34.32.200.141,443,443,true,FRA,Europe,Frankfurt,271,6.84
34.91.211.250,443,443,true,FRA,Europe,Frankfurt,183,6.81
34.116.238.7,443,443,true,FRA,Europe,Frankfurt,209,6.76
34.65.146.53,443,443,true,FRA,Europe,Frankfurt,173,6.70
34.116.155.156,443,443,true,FRA,Europe,Frankfurt,198,6.52
34.32.253.162,443,443,true,FRA,Europe,Frankfurt,179,6.35
34.116.174.23,443,443,true,FRA,Europe,Frankfurt,184,6.31
34.154.153.178,443,443,true,FRA,Europe,Frankfurt,176,6.10
34.118.111.208,443,443,true,FRA,Europe,Frankfurt,190,6.10
34.34.7.155,443,443,true,FRA,Europe,Frankfurt,187,6.10
34.118.81.115,443,443,true,FRA,Europe,Frankfurt,187,6.10
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,143,6.05
34.116.231.103,443,443,true,FRA,Europe,Frankfurt,362,5.99
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,175,5.68
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,255,5.34
34.118.40.50,443,443,true,FRA,Europe,Frankfurt,334,5.26
34.105.233.161,443,443,true,LHR,Europe,London,272,5.11
34.118.48.114,443,443,true,FRA,Europe,Frankfurt,248,4.78
34.159.102.10,443,443,true,FRA,Europe,Frankfurt,243,4.28
34.159.26.0,443,443,true,FRA,Europe,Frankfurt,270,4.11
34.150.180.124,443,443,true,IAD,North America,Ashburn,230,4.05
34.118.23.79,443,443,true,AMS,Europe,Amsterdam,296,3.67
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,302,3.32
34.154.86.51,443,443,true,FRA,Europe,Frankfurt,210,3.17
34.118.107.144,443,443,true,FRA,Europe,Frankfurt,297,2.87
34.32.200.141,443,443,true,FRA,Europe,Frankfurt,180,2.36
34.90.71.173,443,443,true,FRA,Europe,Frankfurt,268,2.05
34.116.251.225,443,443,true,FRA,Europe,Frankfurt,299,2.04
34.147.39.146,443,443,true,FRA,Europe,Frankfurt,193,1.90
34.154.204.63,443,443,true,FRA,Europe,Frankfurt,187,1.90
34.154.170.44,443,443,true,FRA,Europe,Frankfurt,189,1.88
34.107.25.251,443,443,true,FRA,Europe,Frankfurt,321,1.85
34.154.53.117,443,443,true,FRA,Europe,Frankfurt,285,1.73
34.118.95.49,443,443,true,FRA,Europe,Frankfurt,299,1.72
34.118.107.144,443,443,true,FRA,Europe,Frankfurt,271,1.46
34.116.193.101,443,443,true,AMS,Europe,Amsterdam,258,1.41
34.147.39.146,443,443,true,FRA,Europe,Frankfurt,303,1.35
34.107.28.3,443,443,true,FRA,Europe,Frankfurt,327,1.30
34.118.6.154,443,443,true,FRA,Europe,Frankfurt,350,1.28
34.89.156.78,443,443,true,FRA,Europe,Frankfurt,285,1.26
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,344,1.14
34.89.189.246,443,443,true,FRA,Europe,Frankfurt,163,1.09
34.89.136.161,443,443,true,FRA,Europe,Frankfurt,156,1.04
34.154.19.214,443,443,true,FRA,Europe,Frankfurt,162,1.01
34.90.71.173,443,443,true,FRA,Europe,Frankfurt,183,0.88
34.107.29.81,443,443,true,FRA,Europe,Frankfurt,266,0.87
34.118.38.251,443,443,true,FRA,Europe,Frankfurt,233,0.85
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,116,0.84
34.90.73.152,443,443,true,FRA,Europe,Frankfurt,264,0.78
34.118.4.22,443,443,true,FRA,Europe,Frankfurt,300,0.78
34.97.64.116,8443,443,true,KIX,Asia Pacific,Osaka,147,0.77
34.65.5.240,443,443,true,FRA,Europe,Frankfurt,297,0.74
34.90.71.173,443,443,true,FRA,Europe,Frankfurt,283,0.68
34.86.193.161,443,443,true,IAD,North America,Ashburn,213,0.64
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,124,0.62
34.86.193.161,443,443,true,IAD,North America,Ashburn,294,0.61
34.97.85.97,443,443,true,KIX,Asia Pacific,Osaka,147,0.61
34.65.143.247,443,443,true,FRA,Europe,Frankfurt,162,0.61
35.242.232.67,443,443,true,FRA,Europe,Frankfurt,263,0.60
34.107.42.68,443,443,true,FRA,Europe,Frankfurt,284,0.54
34.90.73.152,443,443,true,FRA,Europe,Frankfurt,183,0.49
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,290,0.43
34.91.135.41,443,443,true,FRA,Europe,Frankfurt,282,0.43
34.86.193.161,443,443,true,IAD,North America,Ashburn,315,0.36
34.116.147.108,443,443,true,FRA,Europe,Frankfurt,191,0.34
34.118.48.114,443,443,true,FRA,Europe,Frankfurt,197,0.33
34.118.65.97,443,443,true,FRA,Europe,Frankfurt,368,0.19
34.90.71.173,443,443,true,FRA,Europe,Frankfurt,162,0.18
34.65.143.247,443,443,true,FRA,Europe,Frankfurt,162,0.11
34.116.255.211,443,443,true,FRA,Europe,Frankfurt,238,0.10
34.107.101.123,443,443,true,FRA,Europe,Frankfurt,335,0.09
35.204.55.202,443,443,true,FRA,Europe,Frankfurt,271,0.07
34.65.24.49,443,443,true,FRA,Europe,Frankfurt,187,0.04
34.65.24.49,443,443,true,FRA,Europe,Frankfurt,173,0.03
34.141.239.181,443,443,true,FRA,Europe,Frankfurt,278,0.01
34.118.40.50,443,443,true,FRA,Europe,Frankfurt,328,0.01
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,2,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
34.36.237.86,80,80,false,SIN,Asia Pacific,Singapore,27,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
34.54.172.37,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
34.49.212.232,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
34.150.29.153,443,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
34.81.56.123,8080,80,false,TPE,Asia Pacific,Taipei,46,0.00
34.81.56.123,8080,80,false,TPE,Asia Pacific,Taipei,46,0.00
34.81.56.123,8080,80,false,TPE,Asia Pacific,Taipei,50,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,64,0.00
35.200.154.186,443,443,true,BOM,Asia Pacific,Mumbai,69,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,71,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,73,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,74,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,74,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,101,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.145.74.30,443,80,false,SEA,North America,Seattle,156,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
34.145.74.30,80,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,160,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,160,0.00
34.140.75.75,8080,80,false,CDG,Europe,Paris,160,0.00
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,160,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,161,0.00
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,161,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,161,0.00
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,163,0.00
34.90.73.152,443,443,true,FRA,Europe,Frankfurt,163,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,163,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,163,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,164,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,164,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,164,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,165,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,165,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,165,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,165,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,166,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,166,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,166,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,167,0.00
35.236.55.171,443,443,true,LAX,North America,Los Angeles,167,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,168,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,168,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,168,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,168,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,169,0.00
35.246.191.74,443,443,true,FRA,Europe,Frankfurt,170,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,171,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,173,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,175,0.00
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,175,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,175,0.00
35.198.149.218,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,178,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,181,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,182,0.00
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,182,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,182,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,186,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,192,0.00
35.234.103.37,443,443,true,FRA,Europe,Frankfurt,199,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,205,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,205,0.00
34.69.233.255,80,80,false,DFW,North America,Dallas,206,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,206,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,207,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,207,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,207,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,208,0.00
34.69.233.255,80,80,false,DFW,North America,Dallas,208,0.00
